iter,td_loss,critic_teacher_error,tracking_gap,mean_rho2,w_norm,fixed_point_gap,fixed_point_drift,fixed_point_drift_defined,stability_proxy,dist_mmd2,dist_mean_l2,dist_action_kl,dist_action_tv
0,2.500102025332649e-05,0.044552625510051444,1.585678590298169e-15,0.42447553895329554,9.163369275853684,nan,nan,0.0,nan,nan,nan,nan,nan
1,2.5317021197059575e-05,0.04455248831713099,4.881184443991506e-15,0.4263093474284747,9.163366786167302,nan,nan,0.0,nan,nan,nan,nan,nan
2,2.5413943656478407e-05,0.04455235986707006,8.558763450486835e-15,0.42722876908141216,9.163364560242432,nan,nan,0.0,nan,nan,nan,nan,nan
3,2.3859150641360744e-05,0.04455223251692855,1.487883860669872e-14,0.4249802655642833,9.163362100331012,nan,nan,0.0,nan,nan,nan,nan,nan
4,2.4652085282866378e-05,0.04455210052524472,2.3383634171191446e-14,0.432162429635366,9.163359434959798,nan,nan,0.0,nan,nan,nan,nan,nan
5,2.602278696434989e-05,0.04455196741167269,3.05216917822899e-14,0.4310200117866303,9.16335676819234,nan,nan,0.0,nan,nan,nan,nan,nan
6,2.594678908264824e-05,0.04455183358936943,4.112432810406669e-14,0.4270575772975025,9.16335415271131,nan,nan,0.0,nan,nan,nan,nan,nan
7,2.402228624663873e-05,0.0445517096098987,5.3235662076980386e-14,0.4214353929570562,9.163351700504222,nan,nan,0.0,nan,nan,nan,nan,nan
8,2.4789451709978093e-05,0.0445515854473538,6.288149238928282e-14,0.426091164069406,9.163349459353,nan,nan,0.0,nan,nan,nan,nan,nan
9,2.6472529741802396e-05,0.044551446341827054,8.132079932125185e-14,0.43151101461119723,9.16334657815317,nan,nan,0.0,nan,nan,nan,nan,nan
10,2.153928818666079e-05,0.044551331220841296,1.1194078756652063e-13,0.42799210562930023,9.163344547534098,nan,nan,0.0,nan,nan,nan,nan,nan
11,2.5419114164946985e-05,0.0445511879111494,1.215539252509028e-13,0.42545074123284066,9.163341713889018,nan,nan,0.0,nan,nan,nan,nan,nan
12,2.6492789818327504e-05,0.044551048349358,1.5984739312865562e-13,0.42431037976900393,9.163339201299655,nan,nan,0.0,nan,nan,nan,nan,nan
13,2.461472501863992e-05,0.0445509156575649,1.808038729020062e-13,0.4317391309968795,9.163336611920645,nan,nan,0.0,nan,nan,nan,nan,nan
14,2.390681804329198e-05,0.04455078882415876,2.0783998062257267e-13,0.4190994352915206,9.163334294676117,nan,nan,0.0,nan,nan,nan,nan,nan
15,2.4256231984602937e-05,0.044550657607121555,2.284974759471177e-13,0.42975859899633223,9.163332017336435,nan,nan,0.0,nan,nan,nan,nan,nan
16,2.6996980540403274e-05,0.04455051932010014,2.375541951509286e-13,0.4235424978907061,9.163329793885056,nan,nan,0.0,nan,nan,nan,nan,nan
17,2.622465038967897e-05,0.04455037843700717,2.5584832854642904e-13,0.42888525939421895,9.16332643272149,nan,nan,0.0,nan,nan,nan,nan,nan
18,2.4013558259646297e-05,0.04455025086324428,2.8633699645577715e-13,0.43035922204942767,9.163324117564894,nan,nan,0.0,nan,nan,nan,nan,nan
19,2.4693233050098922e-05,0.04455011837934324,2.9910847340221745e-13,0.427447210181522,9.163321676159336,0.1971046037312429,0.0,0.0,0.9999997160736831,0.02147281622574615,0.49078587901276194,0.619992741508915,0.33370639021667986
20,2.5308726499517513e-05,0.044549988717945736,3.1826304542020114e-13,0.42411855710406654,9.16331880227068,nan,nan,0.0,nan,nan,nan,nan,nan
21,2.8194092533021174e-05,0.044549850526849274,3.2632739925431127e-13,0.42597188702433786,9.163316334554949,nan,nan,0.0,nan,nan,nan,nan,nan
22,2.3209149865881665e-05,0.04454972552155697,3.648115523410613e-13,0.4300358032728262,9.163314045351276,nan,nan,0.0,nan,nan,nan,nan,nan
23,2.5696544733243748e-05,0.04454959354214068,4.063605085941538e-13,0.424284892568288,9.163311189063826,nan,nan,0.0,nan,nan,nan,nan,nan
24,2.495942742620245e-05,0.04454945666163481,4.3231717645186763e-13,0.43094712341411406,9.163308095847977,nan,nan,0.0,nan,nan,nan,nan,nan
25,2.634434316014586e-05,0.04454931888616269,4.4380392612310254e-13,0.42814623396648216,9.163305318041942,nan,nan,0.0,nan,nan,nan,nan,nan
26,2.510992692506722e-05,0.04454919123196105,4.697621148832811e-13,0.42729762317842657,9.163302686478794,nan,nan,0.0,nan,nan,nan,nan,nan
27,2.358625999227019e-05,0.0445490688274298,4.898395071183393e-13,0.423915794612294,9.163299789354896,nan,nan,0.0,nan,nan,nan,nan,nan
28,2.3613319562644066e-05,0.04454894836583963,5.303919615530799e-13,0.42889421147759293,9.163297689780807,nan,nan,0.0,nan,nan,nan,nan,nan
29,2.4619919565397724e-05,0.044548818637316516,5.61863532972329e-13,0.4265594053799214,9.163295282117959,nan,nan,0.0,nan,nan,nan,nan,nan
30,2.5405952872502963e-05,0.04454867781224384,5.90948067639207e-13,0.42931313247740127,9.163292257774895,nan,nan,0.0,nan,nan,nan,nan,nan
31,2.5114705432122686e-05,0.04454854042295183,5.925630584774589e-13,0.42871734240052134,9.163289446832557,nan,nan,0.0,nan,nan,nan,nan,nan
32,2.4547404009851345e-05,0.04454841074336694,6.277057859788572e-13,0.436512184604791,9.163287002524523,nan,nan,0.0,nan,nan,nan,nan,nan
33,2.4297062789051324e-05,0.044548272685356376,6.666363657235441e-13,0.4309541960923849,9.163284737221232,nan,nan,0.0,nan,nan,nan,nan,nan
34,2.553835842982241e-05,0.04454813529255424,7.089125673689061e-13,0.42774762008055073,9.163281769225858,nan,nan,0.0,nan,nan,nan,nan,nan
35,2.5476450483214674e-05,0.04454800406484634,7.146614147358059e-13,0.429512090360582,9.163279426585905,nan,nan,0.0,nan,nan,nan,nan,nan
36,2.628507436631202e-05,0.04454785688676901,6.971527392264674e-13,0.43501720918103315,9.163276322323618,nan,nan,0.0,nan,nan,nan,nan,nan
37,2.5683561691973686e-05,0.04454772343727698,7.105567771813967e-13,0.425042928227001,9.163273982776134,nan,nan,0.0,nan,nan,nan,nan,nan
38,2.6220871008919683e-05,0.04454759114438902,7.867293408705957e-13,0.42240231741392115,9.163271006024747,nan,nan,0.0,nan,nan,nan,nan,nan
39,2.419702266929386e-05,0.04454745745722467,8.235511754572565e-13,0.4306982871895874,9.163268668380137,0.1955775504196975,0.040718969739002235,1.0,0.9999996179696703,0.05181141806975298,0.8016013035482459,0.6199927415094226,0.33380060084292
40,2.6581263410987716e-05,0.04454731717413972,8.648294981847838e-13,0.43013637985118763,9.163265913248496,nan,nan,0.0,nan,nan,nan,nan,nan
41,2.4680529416360205e-05,0.04454719205397708,9.244054210653138e-13,0.42056244052155606,9.16326379744623,nan,nan,0.0,nan,nan,nan,nan,nan
42,2.3549722465726696e-05,0.0445470708966295,9.339065218668646e-13,0.42412280788038986,9.163261595779835,nan,nan,0.0,nan,nan,nan,nan,nan
43,2.633478796454862e-05,0.04454693209474103,9.57480436304209e-13,0.43005240839386744,9.16325919506369,nan,nan,0.0,nan,nan,nan,nan,nan
44,2.3781472450250286e-05,0.044546815354010415,1.0283578451822253e-12,0.42416780345718846,9.163256910007725,nan,nan,0.0,nan,nan,nan,nan,nan
45,2.4596692573248408e-05,0.044546687641670885,1.1002057304298841e-12,0.4273955879595837,9.163254573276026,nan,nan,0.0,nan,nan,nan,nan,nan
46,2.433231476372932e-05,0.04454655761645141,1.150665504581238e-12,0.42431726896201605,9.163252297658781,nan,nan,0.0,nan,nan,nan,nan,nan
47,2.4485201324691774e-05,0.044546430568291856,1.2332447280333065e-12,0.4247173503747261,9.163249647437427,nan,nan,0.0,nan,nan,nan,nan,nan
48,2.4253472699468655e-05,0.044546306915372424,1.3000833022815184e-12,0.4344252044933151,9.16324735907454,nan,nan,0.0,nan,nan,nan,nan,nan
49,2.5400644641648107e-05,0.04454616877589852,1.3201143025807364e-12,0.42083029537482686,9.163244788891634,nan,nan,0.0,nan,nan,nan,nan,nan
50,2.570407674532074e-05,0.04454603728701341,1.396080183719926e-12,0.42201984610125776,9.163242325492051,nan,nan,0.0,nan,nan,nan,nan,nan
51,2.4132252096114365e-05,0.04454591360533277,1.507334559555421e-12,0.4239055442917057,9.16323980612788,nan,nan,0.0,nan,nan,nan,nan,nan
52,2.6180218641964244e-05,0.04454578064534445,1.5390962364242359e-12,0.42874456715026277,9.163236936712378,nan,nan,0.0,nan,nan,nan,nan,nan
53,2.4276418534800756e-05,0.044545658221057924,1.6033099976167163e-12,0.42312009724379196,9.16323472360677,nan,nan,0.0,nan,nan,nan,nan,nan
54,2.4793916133193387e-05,0.044545522616121165,1.7108321792621462e-12,0.42297083975275684,9.163232145730746,nan,nan,0.0,nan,nan,nan,nan,nan
55,2.6026700927449855e-05,0.04454538503060807,1.7176913621151289e-12,0.431753199106592,9.163229527171959,nan,nan,0.0,nan,nan,nan,nan,nan
56,2.424060526618026e-05,0.04454525423000362,1.7543268651315088e-12,0.4325655176091467,9.163226572744026,nan,nan,0.0,nan,nan,nan,nan,nan
57,2.6037979018150693e-05,0.04454511430747074,1.835667953599031e-12,0.4308953083504764,9.163223562750913,nan,nan,0.0,nan,nan,nan,nan,nan
58,2.6123879849289404e-05,0.04454498409694459,1.8630974799429476e-12,0.43364177200108694,9.163221634113706,nan,nan,0.0,nan,nan,nan,nan,nan
59,2.3039845572139228e-05,0.04454486393121564,1.9165423101011576e-12,0.433623020843878,9.163219425954983,0.20044781381125404,0.04175557771729821,1.0,0.9999996173839187,0.025465406048352235,0.5455555034018816,0.6199927415109976,0.33370905008836144
60,2.3075243632344745e-05,0.04454473848966124,2.0311728768736652e-12,0.428284547869208,9.163217291531433,nan,nan,0.0,nan,nan,nan,nan,nan
61,2.6461669922816788e-05,0.04454459675953877,2.0157544720930982e-12,0.4274551985694658,9.163214640238895,nan,nan,0.0,nan,nan,nan,nan,nan
62,2.472912547154445e-05,0.044544469008055976,2.0120830995234965e-12,0.43058033127086676,9.163212441662733,nan,nan,0.0,nan,nan,nan,nan,nan
63,2.4835553589284014e-05,0.04454434237048011,2.0500222518571225e-12,0.4247443453430923,9.163210385507787,nan,nan,0.0,nan,nan,nan,nan,nan
64,2.5512493205581782e-05,0.04454420820331998,2.1175606707283065e-12,0.42911996134890523,9.163207489378618,nan,nan,0.0,nan,nan,nan,nan,nan
65,2.421220554150214e-05,0.04454408433302673,2.1693080271794136e-12,0.4332575407641457,9.16320506909183,nan,nan,0.0,nan,nan,nan,nan,nan
66,2.533971899405278e-05,0.044543957462121225,2.2161537278383145e-12,0.42356549757565065,9.163202975103019,nan,nan,0.0,nan,nan,nan,nan,nan
67,2.5459740276305206e-05,0.04454382236955691,2.273896480392135e-12,0.4279493570625464,9.163200902193125,nan,nan,0.0,nan,nan,nan,nan,nan
68,2.414103548539678e-05,0.04454369989248626,2.3085922839734533e-12,0.42766759684164557,9.16319819859761,nan,nan,0.0,nan,nan,nan,nan,nan
69,2.7048553043072806e-05,0.04454355505688574,2.353107146917892e-12,0.4288175033196621,9.163195609146706,nan,nan,0.0,nan,nan,nan,nan,nan
70,2.218487433952738e-05,0.04454343879460456,2.432452302762814e-12,0.4283236829427425,9.1631931121911,nan,nan,0.0,nan,nan,nan,nan,nan
71,2.4882232430492543e-05,0.04454330800701846,2.4433600119028614e-12,0.4362139873627413,9.163191042316978,nan,nan,0.0,nan,nan,nan,nan,nan
72,2.468736561978204e-05,0.044543180706111504,2.525053735446742e-12,0.43507967482446885,9.16318877434667,nan,nan,0.0,nan,nan,nan,nan,nan
73,2.7396028560493366e-05,0.04454303834394481,2.5440115131262673e-12,0.4273762652612965,9.163186346145478,nan,nan,0.0,nan,nan,nan,nan,nan
74,2.4630784170190577e-05,0.04454289977748723,2.599022375311806e-12,0.42842575328884164,9.163184064367217,nan,nan,0.0,nan,nan,nan,nan,nan
75,2.4824391649360127e-05,0.0445427698545772,2.6068193444403887e-12,0.43448015153324876,9.163180941365264,nan,nan,0.0,nan,nan,nan,nan,nan
76,2.3984975443751928e-05,0.04454264359225573,2.669821804892992e-12,0.41944820633200164,9.16317848266218,nan,nan,0.0,nan,nan,nan,nan,nan
77,2.6999763839811345e-05,0.04454250278584916,2.675364136571188e-12,0.4265952671921906,9.163175935015149,nan,nan,0.0,nan,nan,nan,nan,nan
78,2.7605706240454018e-05,0.04454235767380034,2.724306883388177e-12,0.426450909659006,9.163172817199502,nan,nan,0.0,nan,nan,nan,nan,nan
79,2.404997542468168e-05,0.04454222423919972,2.765998583992901e-12,0.4259217183375277,9.163169966197698,0.18751938806117976,0.04711187592713028,1.0,0.9999996126818514,0.031426770033963436,0.6243499535824257,0.6199927415122675,0.33376523308609507
